"2026-04-20 20:42:25.590" Selfbus garage door gateway
"2026-04-20 20:42:25.609" Tx/Rx;frame;count;delta ms;crc status;frame crc;calculated crc
"2026-04-20 20:43:08.909" Rx;28 02 01 80 0D;5;94;ok;0D;0D
"2026-04-20 20:43:08.929" Tx;80 42 14 28 83;5;2;ok;83;83
"2026-04-20 20:43:08.958" Rx;00 01 02 CA;4;40;ok;CA;CA
"2026-04-20 20:43:09.098" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:09.233" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:09.376" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:09.518" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:09.642" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:09.788" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:09.908" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:10.058" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:10.202" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:10.329" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:10.468" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:10.615" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:10.738" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:10.878" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:11.008" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:11.150" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:11.298" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:11.418" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:11.558" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:11.690" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:11.837" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:11.981" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:12.099" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:12.251" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:12.394" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:12.518" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:12.664" Rx;00 01 02 CA;4;135;ok;CA;CA
"2026-04-20 20:43:12.788" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:12.934" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:13.077" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:13.198" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:13.338" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:13.468" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:13.608" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:13.758" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:13.879" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:14.028" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:14.173" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:14.298" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:14.438" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:14.568" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:14.713" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:14.848" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:14.982" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:15.124" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:15.251" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:15.396" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:15.539" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:15.667" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:15.809" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:15.949" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:16.078" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:16.218" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:16.348" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:16.493" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:16.628" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:16.758" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:16.898" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:17.028" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:17.168" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:17.318" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:17.439" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:17.589" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:17.728" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:17.858" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:17.999" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:18.128" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:18.269" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:18.409" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:18.538" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:18.678" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:18.808" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:18.955" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:19.088" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:19.219" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:19.318" Rx;28 02 01 80 0D;5;95;ok;0D;0D
"2026-04-20 20:43:19.336" Tx;80 52 14 28 21;5;2;ok;21;21
"2026-04-20 20:43:19.368" Rx;00 01 02 CA;4;41;ok;CA;CA
"2026-04-20 20:43:19.508" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:19.638" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:19.779" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:19.898" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:20.048" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:20.188" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:20.321" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:20.464" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:20.588" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:20.728" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:20.871" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:20.998" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:21.147" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:21.271" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:21.409" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:21.558" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:21.679" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:21.828" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:21.969" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:22.098" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:22.243" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:22.368" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:22.513" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:22.656" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:22.784" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:22.918" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:23.069" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:23.188" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:23.338" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:23.467" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:23.609" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:23.748" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:23.880" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:24.018" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:24.148" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:24.291" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:24.435" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:24.558" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:24.698" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:24.848" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:24.969" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:25.118" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:25.246" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:25.389" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:25.528" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:25.658" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:25.798" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:25.928" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:26.072" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:26.215" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:26.342" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:26.484" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:26.627" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:26.748" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:26.897" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:27.018" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:27.168" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:27.309" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:27.438" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:27.579" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:27.708" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:27.848" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:27.994" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:28.118" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:28.264" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:28.403" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:28.532" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:28.677" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:28.798" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:28.938" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:29.088" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:29.217" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:29.358" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:29.486" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:29.629" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:29.726" Rx;28 02 01 80 0D;5;95;ok;0D;0D
"2026-04-20 20:43:29.738" Tx;80 62 14 28 C0;5;2;ok;C0;C0
"2026-04-20 20:43:29.768" Rx;00 01 02 CA;4;40;ok;CA;CA
"2026-04-20 20:43:29.900" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:30.038" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:30.168" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:30.311" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:30.455" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:30.578" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:30.727" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:30.868" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:30.992" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:31.138" Rx;00 01 02 CA;4;135;ok;CA;CA
"2026-04-20 20:43:31.260" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:31.409" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:31.548" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:31.678" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:31.818" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:31.958" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:32.088" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:32.236" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:32.363" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:32.500" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:32.649" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:32.769" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:32.919" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:33.038" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:33.189" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:33.328" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:33.459" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:33.598" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:33.738" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:33.868" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:34.010" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:34.142" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:34.278" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:34.418" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:34.548" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:34.688" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:34.818" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:34.967" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:35.108" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:35.238" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:35.379" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:35.518" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:35.648" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:35.788" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:35.918" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:36.058" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:36.198" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:36.334" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:36.468" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:36.598" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:36.739" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:36.888" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:37.011" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:37.159" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:37.278" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:37.428" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:37.573" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:37.698" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:37.844" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:37.978" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:38.108" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:38.248" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:38.384" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:38.521" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:38.668" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:38.796" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:38.939" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:39.066" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:39.208" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:39.350" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:39.479" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:39.622" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:39.761" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:39.891" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:40.035" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:40.130" Rx;28 02 01 80 0D;5;94;ok;0D;0D
"2026-04-20 20:43:40.130" Tx;80 72 14 28 62;5;2;ok;62;62
"2026-04-20 20:43:40.163" Rx;00 01 02 CA;4;41;ok;CA;CA
"2026-04-20 20:43:40.300" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:40.448" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:40.576" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:40.718" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:40.862" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:40.988" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:41.132" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:41.259" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:41.398" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:41.544" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:41.672" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:41.811" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:41.942" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:42.084" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:42.223" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:42.355" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:42.498" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:42.641" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:42.768" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:42.911" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:43.038" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:43.180" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:43.324" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:43.451" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:43.594" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:43.718" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:43.861" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:44.005" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:44.129" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:44.273" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:44.404" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:44.543" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:44.689" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:44.817" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:44.958" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:45.098" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:45.230" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:45.368" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:45.498" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:45.642" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:45.786" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:45.911" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:46.057" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:46.198" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:46.327" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:46.468" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:46.597" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:46.739" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:46.882" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:47.010" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:47.149" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:47.279" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:47.418" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:47.561" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:47.693" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:47.835" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:47.978" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:48.106" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:48.248" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:48.376" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:48.518" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:48.660" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:48.789" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:48.930" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:49.058" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:49.198" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:49.341" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:49.468" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:49.615" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:49.758" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:49.880" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:50.023" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:50.154" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:50.298" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:50.441" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:50.535" Rx;28 02 01 80 0D;5;96;ok;0D;0D
"2026-04-20 20:43:50.535" Tx;80 82 14 28 0E;5;2;ok;0E;0E
"2026-04-20 20:43:50.568" Rx;00 01 02 CA;4;39;ok;CA;CA
"2026-04-20 20:43:50.711" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:50.838" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:50.981" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:51.123" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:51.248" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:51.394" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:51.537" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:51.660" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:51.807" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:51.934" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:52.072" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:52.219" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:52.347" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:52.489" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:52.617" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:52.758" Rx;00 01 02 CA;4;137;ok;CA;CA
