"2026-04-20 20:42:25.590" Selfbus garage door gateway
"2026-04-20 20:42:25.609" Tx/Rx;frame;count;delta ms;crc status;frame crc;calculated crc
"2026-04-20 20:43:52.898" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:53.031" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:53.173" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:53.317" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:53.443" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:53.586" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:53.710" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:53.857" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:53.999" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:54.124" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:54.269" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:54.395" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:54.538" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:54.680" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:54.809" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:54.948" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:55.091" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:55.223" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:55.366" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:55.493" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:55.634" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:55.778" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:55.906" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:56.049" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:56.174" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:56.318" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:56.461" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:56.588" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:56.729" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:56.875" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:56.998" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:57.141" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:57.268" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:57.415" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:57.558" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:57.685" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:57.828" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:57.955" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:58.098" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:58.240" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:58.368" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:43:58.511" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:43:58.638" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:58.781" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:58.923" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:59.048" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:59.194" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:59.337" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:59.465" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:59.607" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:59.735" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:43:59.874" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:00.020" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:00.147" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:00.288" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:00.434" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:00.560" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:00.699" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:00.830" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:00.924" Rx;28 02 01 80 0D;5;95;ok;0D;0D
"2026-04-20 20:44:00.941" Tx;80 92 14 28 AC;5;2;ok;AC;AC
"2026-04-20 20:44:00.974" Rx;00 01 02 CA;4;40;ok;CA;CA
"2026-04-20 20:44:01.117" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:01.244" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:01.387" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:01.511" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:01.657" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:01.798" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:01.924" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:02.068" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:02.213" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:02.339" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:02.481" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:02.610" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:02.753" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:02.893" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:03.019" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:03.158" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:03.288" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:03.428" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:03.578" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:03.698" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:03.848" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:03.988" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:04.118" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:04.258" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:04.388" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:04.528" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:04.668" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:04.798" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:04.938" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:05.068" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:05.208" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:05.358" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:05.478" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:05.618" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:05.752" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:05.898" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:06.038" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:06.168" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:06.308" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:06.452" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:06.578" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:06.718" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:06.848" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:06.988" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:07.133" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:07.258" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:07.398" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:07.548" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:07.668" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:07.818" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:07.938" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:08.088" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:08.228" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:08.358" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:08.498" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:08.628" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:08.768" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:08.908" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:09.038" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:09.178" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:09.328" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:09.454" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:09.598" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:09.718" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:09.868" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:10.008" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:10.138" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:10.278" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:10.408" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:10.548" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:10.696" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:10.818" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:10.958" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:11.108" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:11.228" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:11.328" Rx;28 02 01 80 0D;5;95;ok;0D;0D
"2026-04-20 20:44:11.338" Tx;80 A2 14 28 4D;5;2;ok;4D;4D
"2026-04-20 20:44:11.378" Rx;00 01 02 CA;4;41;ok;CA;CA
"2026-04-20 20:44:11.498" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:11.648" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:11.788" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:11.918" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:12.059" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:12.188" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:12.328" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:12.468" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:12.598" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:12.738" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:12.878" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:13.008" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:13.158" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:13.278" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:13.428" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:13.568" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:13.698" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:13.838" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:13.968" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:14.108" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:14.248" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:14.378" Rx;00 01 02 CA;4;135;ok;CA;CA
"2026-04-20 20:44:14.518" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:14.662" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:14.788" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:14.928" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:15.062" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:15.198" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:15.348" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:15.468" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:15.618" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:15.740" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:15.888" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:16.028" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:16.158" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:16.298" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:16.438" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:16.568" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:16.708" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:16.838" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:16.978" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:17.128" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:17.248" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:17.398" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:17.538" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:17.668" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:17.808" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:17.938" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:18.078" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:18.218" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:18.348" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:18.488" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:18.618" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:18.764" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:18.908" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:19.028" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:19.178" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:19.298" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:19.448" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:19.588" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:19.718" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:19.858" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:19.998" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:20.128" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:20.268" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:20.398" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:20.538" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:20.688" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:20.808" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:20.958" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:21.078" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:21.228" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:21.368" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:21.498" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:21.638" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:21.728" Rx;28 02 01 80 0D;5;95;ok;0D;0D
"2026-04-20 20:44:21.752" Tx;80 B2 14 28 EF;5;2;ok;EF;EF
"2026-04-20 20:44:21.768" Rx;00 01 02 CA;4;38;ok;CA;CA
"2026-04-20 20:44:21.908" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:22.048" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:22.178" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:22.318" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:22.465" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:22.588" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:22.728" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:22.858" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:22.998" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:23.148" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:23.268" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:23.418" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:23.558" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:23.688" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:23.828" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:23.958" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:24.098" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:24.238" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:24.368" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:24.508" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:24.638" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:24.778" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:24.928" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:25.048" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:25.198" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:25.338" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:25.468" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:25.608" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:25.738" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:25.878" Rx;00 01 02 CA;4;135;ok;CA;CA
"2026-04-20 20:44:26.018" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:26.148" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:26.288" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:26.438" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:26.558" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:26.708" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:26.831" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:26.978" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:27.120" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:27.248" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:27.388" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:27.518" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:27.659" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:27.803" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:27.928" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:28.071" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:28.218" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:28.338" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:28.488" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:28.615" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:28.758" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:28.898" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:29.028" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:29.168" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:29.298" Rx;00 01 02 CA;4;135;ok;CA;CA
"2026-04-20 20:44:29.441" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:29.580" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:29.709" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:29.848" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:29.978" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:30.125" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:30.267" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:30.395" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:30.532" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:30.679" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:30.799" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:30.948" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:31.078" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:31.218" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:31.363" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:31.488" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:31.634" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:31.759" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:31.898" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:32.047" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:32.138" Rx;28 02 01 80 0D;5;94;ok;0D;0D
"2026-04-20 20:44:32.138" Tx;80 C2 14 28 88;5;2;ok;88;88
"2026-04-20 20:44:32.169" Rx;00 01 02 CA;4;41;ok;CA;CA
"2026-04-20 20:44:32.317" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:32.459" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:32.582" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:32.729" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:32.850" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:32.999" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:33.138" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:33.268" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:33.409" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:33.538" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:33.683" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:33.821" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:33.950" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:34.096" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:34.239" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:34.366" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:34.509" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:34.632" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:34.779" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:34.918" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:35.049" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:35.188" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:35.334" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:35.460" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:35.600" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:35.729" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:35.868" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:36.018" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:36.145" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:36.288" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:36.410" Rx;00 01 02 CA;4;137;ok;CA;CA
"2026-04-20 20:44:36.558" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:36.699" Rx;00 01 02 CA;4;138;ok;CA;CA
"2026-04-20 20:44:36.828" Rx;00 01 02 CA;4;136;ok;CA;CA
"2026-04-20 20:44:36.968" Rx;00 01 02 CA;4;137;ok;CA;CA
